Controlador ejecutado: 2025-12-04 20:22:04
Acción recibida: login
Controlador ejecutado: 2025-12-04 20:25:33
Acción recibida: logout
Controlador ejecutado: 2025-12-04 20:27:09
Acción recibida: login
Controlador ejecutado: 2025-12-04 20:30:50
Acción recibida: login
Controlador ejecutado: 2025-12-04 21:21:37
Acción recibida: logout
Controlador ejecutado: 2025-12-04 21:21:43
Acción recibida: login
Controlador ejecutado: 2025-12-04 21:31:12
Acción recibida: logout
Controlador ejecutado: 2025-12-04 21:31:16
Acción recibida: login
2025-12-05 23:55:29 | UPDATE_STOCK_REQUEST | product_id=16 | newStock=10 | before={"id":16,"nombre":"Filtros Combustible 3196","descripcion":"Filtro est\u00e1ndar de combustible, recomendado para di\u00e9sel y gasolina.","precio":"10.00","stock_actual":10,"stock_comprometido":0,"imagen_url":"..\/images\/productos\/Filtros Combustible 3196.png"}
2025-12-05 23:55:29 | UPDATE_STOCK_RESULT | product_id=16 | result=true | after={"id":16,"nombre":"Filtros Combustible 3196","descripcion":"Filtro est\u00e1ndar de combustible, recomendado para di\u00e9sel y gasolina.","precio":"10.00","stock_actual":10,"stock_comprometido":0,"imagen_url":"..\/images\/productos\/Filtros Combustible 3196.png"}
2025-12-05 23:55:31 | UPDATE_STOCK_REQUEST | product_id=13 | newStock=12 | before={"id":13,"nombre":"Aceite para carro Inca","descripcion":"Lubricante sint\u00e9tico de alto rendimiento, ideal para motores modernos.","precio":"20.00","stock_actual":12,"stock_comprometido":1,"imagen_url":"..\/images\/productos\/aceite para carro inca.jpg"}
2025-12-05 23:55:31 | UPDATE_STOCK_RESULT | product_id=13 | result=true | after={"id":13,"nombre":"Aceite para carro Inca","descripcion":"Lubricante sint\u00e9tico de alto rendimiento, ideal para motores modernos.","precio":"20.00","stock_actual":12,"stock_comprometido":1,"imagen_url":"..\/images\/productos\/aceite para carro inca.jpg"}
2025-12-05 23:55:37 | UPDATE_STOCK_REQUEST | product_id=13 | newStock=12 | before={"id":13,"nombre":"Aceite para carro Inca","descripcion":"Lubricante sint\u00e9tico de alto rendimiento, ideal para motores modernos.","precio":"20.00","stock_actual":12,"stock_comprometido":1,"imagen_url":"..\/images\/productos\/aceite para carro inca.jpg"}
2025-12-05 23:55:37 | UPDATE_STOCK_RESULT | product_id=13 | result=true | after={"id":13,"nombre":"Aceite para carro Inca","descripcion":"Lubricante sint\u00e9tico de alto rendimiento, ideal para motores modernos.","precio":"20.00","stock_actual":12,"stock_comprometido":1,"imagen_url":"..\/images\/productos\/aceite para carro inca.jpg"}
2025-12-05 23:55:40 | UPDATE_STOCK_REQUEST | product_id=13 | newStock=5 | before={"id":13,"nombre":"Aceite para carro Inca","descripcion":"Lubricante sint\u00e9tico de alto rendimiento, ideal para motores modernos.","precio":"20.00","stock_actual":12,"stock_comprometido":1,"imagen_url":"..\/images\/productos\/aceite para carro inca.jpg"}
2025-12-05 23:55:40 | UPDATE_STOCK_RESULT | product_id=13 | result=true | after={"id":13,"nombre":"Aceite para carro Inca","descripcion":"Lubricante sint\u00e9tico de alto rendimiento, ideal para motores modernos.","precio":"20.00","stock_actual":5,"stock_comprometido":1,"imagen_url":"..\/images\/productos\/aceite para carro inca.jpg"}
2025-12-05 23:55:44 | UPDATE_STOCK_REQUEST | product_id=13 | newStock=6 | before={"id":13,"nombre":"Aceite para carro Inca","descripcion":"Lubricante sint\u00e9tico de alto rendimiento, ideal para motores modernos.","precio":"20.00","stock_actual":5,"stock_comprometido":1,"imagen_url":"..\/images\/productos\/aceite para carro inca.jpg"}
2025-12-05 23:55:44 | UPDATE_STOCK_RESULT | product_id=13 | result=true | after={"id":13,"nombre":"Aceite para carro Inca","descripcion":"Lubricante sint\u00e9tico de alto rendimiento, ideal para motores modernos.","precio":"20.00","stock_actual":6,"stock_comprometido":1,"imagen_url":"..\/images\/productos\/aceite para carro inca.jpg"}
2025-12-05 23:55:48 | UPDATE_STOCK_REQUEST | product_id=18 | newStock=12 | before={"id":18,"nombre":"Amortiguador Delantero Chevrolet Spark","descripcion":"Amortiguador de suspensi\u00f3n para eje delantero derecho.","precio":"40.00","stock_actual":10,"stock_comprometido":0,"imagen_url":"..\/images\/productos\/Amortiguador Delantero Chevrolet Spark 96424026 Derecho (rh).webp"}
